ID,Product Name,Product Description,Price,Color
ESS23411,Dupatta,Dyed Embroidered | Viscose Polyester Net,3990,PURPLE
EEB24134,Straight Pants,Printed | Cambric,1490,MULTI
EEB24135,Straight Pants,Printed | Cambric,1490,MULTI
EEB24140,Narrow Culottes,Printed | Cambric,1490,MULTI
EEB24137,Narrow Culottes,Printed | Cambric,1490,MULTI
EEB24132,Classic Shalwar,Printed | Cambric,1490,MULTI
EEB24139,Classic Shalwar,Printed | Cambric,1490,MULTI
EET23532B,Narrow Culottes,Dyed Embroidered | Crosshatch,2190,BLACK
EEB24131,Classic Shalwar,Printed | Cambric,1490,MULTI
EET23531B,Straight Pants,Dyed | Crosshatch,1690,RUST
EEB23510,Narrow Culottes,Dyed | Crosshatch,1690,GREEN
ESB23416,Narrow Culottes,Yarn Dyed Embroidered | Cotton Polyester Broshia Jacquard,2490,GREEN
EEB24136,Narrow Culottes,Printed | Cambric,1490,MULTI
EEB23511,Classic Shalwar,Dyed | Crosshatch,1690,RED
ESB23414,Tapered Shalwar,Dyed Embroidered | Dull Raw Silk,3690,PURPLE
ESB23411,Tapered Shalwar,Dyed | Dull Raw Silk,2690,BLUE
ESB23412,Tapered Shalwar,Dyed Embroidered | Dull Raw Silk,2690,BROWN
EKT231026B,Classic Shalwar,Yarn Dyed Embroidered | Raw Silk,5990,OFF-WHITE
EEB24121,Tapered Shalwar,Printed | Cambric,1490,MULTI
EEB24126,Classic Shalwar,Printed | Cambric,1490,MULTI
ESB23208,Cuff Shalwar,Printed Embroidered | Viscose Oak Silk,4990,BLUE
ESS23412,Dupatta,Dyed Embroidered | Viscose Polyester Net,3990,PINK
ESS23409,Dupatta,Yarn Dyed Embroidered | Cotton Polyester Broshia Jacquard,3690,GREEN
EES23518,Shawl,Yarn Dyed | Rashmina Acrylic,2190,NAVY
ESS23266,Stole,Printed | Viscose Oak Silk,3490,BEIGE
ESS23265,Stole,Yarn Dyed Embroidered | Cotton Net,4190,OLIVE
ESS23263,Stole,Yarn Dyed Embroidered | Cotton Net,2990,GREEN
ESS23264,Stole,Yarn Dyed Embroidered | Cotton Net,3690,BLACK
