ID,Product Name,Product Description,Price,Availability,Color,Img Path,Product Link,Sizes,Category
WSCD23240B,Wide Leg Trousers,Dyed Embroidered | Viscose Crepe,3190,In Stock,BLUE,images\WSCD23240B,https://pk.khaadi.com/wide-leg-trousers-wscd23240b-1001788700.html,"S, M, L, XL",1 Piece
WSCB23221,Straight Trousers,Dyed | Stretch Twill,3490,In Stock,BEIGE,images\WSCB23221,https://pk.khaadi.com/straight-trousers-wscb23221-1001788704.html,"S, M, L, XL",1 Piece
WSCB23222,Straight Trousers,Dyed | Stretch Twill,3490,In Stock,BLACK,images\WSCB23222,https://pk.khaadi.com/straight-trousers-wscb23222-1001788692.html,"S, M, L, XL",1 Piece
WCKT23234,Round Neck T-shirt,Dyed Embroidered | Cotton Jersey,1790,In Stock,WHITE,images\WCKT23234,https://pk.khaadi.com/round-neck-t-shirt-wckt23234-1001775864.html,"S, M, L, XL",1 Piece
AK231001,Fabrics 3 Piece Suit,Printed Khaddar | Top Bottoms Dupatta,3490,In Stock,RED,images\AK231001,https://pk.khaadi.com/fabrics-3-piece-suit-ak231001-1001785309.html,"S, M, L, XL",1 Piece
ALK231018,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,BLACK,images\ALK231018,https://pk.khaadi.com/fabrics-3-piece-suit-alk231018-1001785349.html,"S, M, L, XL",1 Piece
AK231002,Fabrics 3 Piece Suit,Printed Khaddar | Top Bottoms Dupatta,3490,In Stock,BEIGE,images\AK231002,https://pk.khaadi.com/fabrics-3-piece-suit-ak231002-1001785311.html,"S, M, L, XL",1 Piece
ALK231012,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,PURPLE,images\ALK231012,https://pk.khaadi.com/fabrics-3-piece-suit-alk231012-1001785338.html,"S, M, L, XL",1 Piece
IK231002,Fabrics 2 Piece,Printed Embroidered Khaddar | Top Bottoms,3290,In Stock,MAROON,images\IK231002,https://pk.khaadi.com/fabrics-2-piece-ik231002-1001786388.html,"S, M, L, XL",1 Piece
ACA231005,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3490,In Stock,OFF-WHITE,images\ACA231005,https://pk.khaadi.com/fabrics-3-piece-suit-aca231005-1001785297.html,"S, M, L, XL",3 Piece
ACA231001,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3990,In Stock,BLUE,images\ACA231001,https://pk.khaadi.com/fabrics-3-piece-suit-aca231001-1001785289.html,"S, M, L, XL",3 Piece
ACA231002,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3990,In Stock,PINK,images\ACA231002,https://pk.khaadi.com/fabrics-3-piece-suit-aca231002-1001785292.html,"S, M, L, XL",3 Piece
ACA231006,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3490,In Stock,NAVY,images\ACA231006,https://pk.khaadi.com/fabrics-3-piece-suit-aca231006-1001785300.html,"S, M, L, XL",3 Piece
ACA231003,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3990,In Stock,BLACK,images\ACA231003,https://pk.khaadi.com/fabrics-3-piece-suit-aca231003-1001785293.html,"S, M, L, XL",3 Piece
JCA231002,Fabrics 2 Piece,Printed Cambric | Top Bottoms,2490,In Stock,PURPLE,images\JCA231002,https://pk.khaadi.com/fabrics-2-piece-jca231002-1001785258.html,"S, M, L, XL",3 Piece
LCA231001,Fabrics 2 Piece,Printed Cambric | Top Dupatta,2590,In Stock,L-PINK,images\LCA231001,https://pk.khaadi.com/fabrics-2-piece-lca231001-1001785269.html,"S, M, L, XL",3 Piece
BPO230603,Fabrics 3 Piece Suit,Dyed Embroidered Polyester Organza | Top Bottoms Dupatta,8990,In Stock,BLUE,images\BPO230603,https://pk.khaadi.com/fabrics-3-piece-suit-bpo230603-1001767472.html,"S, M, L, XL",3 Piece
BDS230603,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,7390,In Stock,BLUE,images\BDS230603,https://pk.khaadi.com/fabrics-3-piece-suit-bds230603-1001767471.html,"S, M, L, XL",3 Piece
BPO230601,Fabrics 3 Piece Suit,Dyed Embroidered Polyester Organza | Top Bottoms Dupatta,9790,In Stock,RED,images\BPO230601,https://pk.khaadi.com/fabrics-3-piece-suit-bpo230601-1001767433.html,"S, M, L, XL",3 Piece
BPO230604,Fabrics 3 Piece Suit,Dyed Embroidered Polyester Organza | Top Bottoms Dupatta,8990,In Stock,PURPLE,images\BPO230604,https://pk.khaadi.com/fabrics-3-piece-suit-bpo230604-1001767565.html,"S, M, L, XL",3 Piece
